Unnamed: 0,Company,Brand,Appliance,SKU,ENERGY_VALUE,ENERGY_UNIT,ENERGY_TIER,BRAND_PRODUCT_COUNT,APPLIANCE_CATEGORY_COUNT,AVG_ENERGY_FOR_APPLIANCE,ENERGY_VS_APPLIANCE_AVG,HAS_ENERGY_DATA,IS_MULTI_SKU_APPLIANCE_LINE
8087,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Dryer,SKU-1905,,,,56,1183,347.7754677754678,,False,True
8088,Gorenje,Pelgrim,Stove,SKU-74735,,,,63,1188,359.6288209606987,,False,True
8089,The Middleby Corporation,Marvel,Dryer,SKU-10326,120.0,W,low,54,1183,347.7754677754678,-227.7754677754678,True,True
8090,"Indesit Company, Whirlpool Corporation",Scholtès,Dish Washer,SKU-84504,,,,49,1223,350.4077253218884,,False,True
8092,Gorenje,Sidex,Dryer,SKU-26511,,,,57,1183,347.7754677754678,,False,True
8094,AB Electrolux / Investor AB,Gafa,Kettle,SKU-41423,,,,69,1193,349.02286902286903,,False,True
8095,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Toaster,SKU-52906,,,,80,1204,355.70175438596493,,False,True
8096,Candy Group,Hoover,Kettle,SKU-98488,325.0,W,low,62,1193,349.02286902286903,-24.02286902286903,True,True
8097,Candy Group,Vyatka,Dish Washer,SKU-28602,,,,73,1223,350.4077253218884,,False,True
8098,Candy Group,Iberna,Refrigerator,SKU-13568,425.0,W,low,72,1145,353.9111111111111,71.0888888888889,True,True
8100,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Freezer,SKU-41673,,,,73,1228,351.4947368421053,,False,True
8101,Candy Group,Candy,Stove,SKU-83126,,,,60,1188,359.6288209606987,,False,True
8102,AB Electrolux / Investor AB,King,Washer,SKU-1487,,,,56,1176,347.4403470715835,,False,True
8103,GlenDimplex,Dimplex,Washer,SKU-58441,120.0,W,low,62,1176,347.4403470715835,-227.44034707158352,True,True
8104,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Freezer,SKU-63994,,,,57,1228,351.4947368421053,,False,True
8105,AB Electrolux / Investor AB,Electrolux ICON,Toaster,SKU-77246,,,,62,1204,355.70175438596493,,False,True
8106,"Sub-Zero Group, Inc",Sub-Zero,Dryer,SKU-25162,250.0,W,low,54,1183,347.7754677754678,-97.7754677754678,True,True
8107,AB Electrolux / Investor AB,Voss,Dish Washer,SKU-64687,250.0,W,low,64,1223,350.4077253218884,-100.40772532188839,True,True
8108,Arçelik A.Ş. / Koç Holding,Arçelik,Dryer,SKU-6191,,,,51,1183,347.7754677754678,,False,True
8109,AB Electrolux / Investor AB,Castor,Dryer,SKU-41361,,,,68,1183,347.7754677754678,,False,True
8111,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,SKU-59436,,,,63,1183,347.7754677754678,,False,True
8112,Candy Group,Hoover,Kettle,SKU-50208,,,,62,1193,349.02286902286903,,False,True
8113,Whirlpool Corporation,Whirlpool,Dryer,SKU-39478,,,,64,1183,347.7754677754678,,False,True
8114,Whirlpool Corporation,Privileg,Dish Washer,SKU-59499,,,,51,1223,350.4077253218884,,False,True
8115,Arçelik A.Ş. / Koç Holding,Grundig,Dish Washer,SKU-73958,250.0,W,low,57,1223,350.4077253218884,-100.40772532188839,True,True
8117,Dayou Group,Daewoo,Dryer,SKU-45400,,,,67,1183,347.7754677754678,,False,True
8118,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Dish Washer,SKU-82331,,,,57,1223,350.4077253218884,,False,True
8119,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Refrigerator,SKU-69515,,,,80,1145,353.9111111111111,,False,True
8120,Viking Range Corporation / The Middleby Corporation,Viking,Toaster,SKU-62280,475.0,W,low,57,1204,355.70175438596493,119.29824561403507,True,True
8121,AB Electrolux / Investor AB,Electrolux,Freezer,SKU-73238,500.0,W,low,74,1228,351.4947368421053,148.50526315789472,True,True
8122,Smeg Group S.p.A,Smeg,Freezer,SKU-93417,,,,66,1228,351.4947368421053,,False,True
8123,AB Electrolux / Investor AB,Corberó,Washer,SKU-60230,,,,58,1176,347.4403470715835,,False,True
8124,Fnac,ProLine,Kettle,SKU-97439,,,,51,1193,349.02286902286903,,False,True
8125,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Refrigerator,SKU-51249,,,,72,1145,353.9111111111111,,False,True
8126,Whirlpool Corporation,Roper,Toaster,SKU-8601,300.0,W,low,72,1204,355.70175438596493,-55.70175438596493,True,True
8127,AB Electrolux / Investor AB,Voss,Stove,SKU-86603,,,,64,1188,359.6288209606987,,False,True
8128,GlenDimplex,Valor,Dish Washer,SKU-88148,,,,64,1223,350.4077253218884,,False,True
8129,AB Electrolux / Investor AB,Elektro Helios,Freezer,SKU-45854,300.0,W,low,67,1228,351.4947368421053,-51.49473684210528,True,True
8130,AB Electrolux / Investor AB,Corberó,Dryer,SKU-74984,,,,58,1183,347.7754677754678,,False,True
8131,"Sub-Zero Group, Inc",Sub-Zero,Freezer,SKU-28941,,,,54,1228,351.4947368421053,,False,True
8132,AB Electrolux / Investor AB,Tappan,Dryer,SKU-35315,250.0,W,low,70,1183,347.7754677754678,-97.7754677754678,True,True
8133,The Middleby Corporation,La Cornue,Freezer,SKU-68815,325.0,W,low,65,1228,351.4947368421053,-26.494736842105283,True,True
8134,Whirlpool Corporation,KitchenAid India,Washer,SKU-53846,,,,70,1176,347.4403470715835,,False,True
8135,Dayou Winia / Dayou Group,PRAUD,Dryer,SKU-81386,,,,65,1183,347.7754677754678,,False,True
8136,Arçelik A.Ş. / Koç Holding,Flavel,Dish Washer,SKU-99724,,,,56,1223,350.4077253218884,,False,True
8137,Candy Group,Zerowatt,Refrigerator,SKU-81986,,,,58,1145,353.9111111111111,,False,True
8138,"Hotpoint, Whirlpool Corporation",Hotpoint,Washer,SKU-77038,,,,53,1176,347.4403470715835,,False,True
8139,Arçelik A.Ş. / Koç Holding,Altus,Kettle,SKU-12844,,,,56,1193,349.02286902286903,,False,True
8140,Arçelik A.Ş. / Koç Holding,Arçelik,Freezer,SKU-66396,120.0,W,low,51,1228,351.4947368421053,-231.49473684210528,True,True
8141,Whirlpool Corporation,Estate,Dish Washer,SKU-85688,,,,81,1223,350.4077253218884,,False,True
8142,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Toaster,SKU-57102,,,,64,1204,355.70175438596493,,False,True
8143,Liebherr Group,Liebherr,Stove,SKU-9033,425.0,W,low,80,1188,359.6288209606987,65.3711790393013,True,True
8144,AB Electrolux / Investor AB,Tricity Bendix,Stove,SKU-12000,,,,70,1188,359.6288209606987,,False,True
8145,Arçelik A.Ş. / Koç Holding,Leisure,Washer,SKU-48642,,,,53,1176,347.4403470715835,,False,True
8146,Candy Group,Vyatka,Washer,SKU-24720,,,,73,1176,347.4403470715835,,False,True
8148,AB Electrolux / Investor AB,Atlas,Dryer,SKU-58580,,,,63,1183,347.7754677754678,,False,True
8149,Mondragon Corporation,Brandt,Kettle,SKU-70301,300.0,W,low,60,1193,349.02286902286903,-49.02286902286903,True,True
8150,Candy Group,Vyatka,Kettle,SKU-72543,250.0,W,low,73,1193,349.02286902286903,-99.02286902286903,True,True
8151,GlenDimplex,Dimplex,Washer,SKU-64717,,,,62,1176,347.4403470715835,,False,True
8152,Liebherr Group,Liebherr,Freezer,SKU-43155,,,,80,1228,351.4947368421053,,False,True
8153,AB Electrolux / Investor AB,King,Refrigerator,SKU-21464,250.0,W,low,56,1145,353.9111111111111,-103.9111111111111,True,True
8154,GlenDimplex,Valor,Washer,SKU-90761,250.0,W,low,64,1176,347.4403470715835,-97.44034707158352,True,True
8155,Meneghetti S.p.A,Fulgor Milano,Freezer,SKU-99374,500.0,W,low,65,1228,351.4947368421053,148.50526315789472,True,True
8156,Arçelik A.Ş. / Koç Holding,Leisure,Stove,SKU-65960,,,,53,1188,359.6288209606987,,False,True
8157,AB Electrolux / Investor AB,White-Westinghouse,Stove,SKU-39337,,,,65,1188,359.6288209606987,,False,True
8158,AB Electrolux / Investor AB,Westinghouse,Freezer,SKU-88467,,,,68,1228,351.4947368421053,,False,True
8159,Arçelik A.Ş. / Koç Holding,Altus,Toaster,SKU-97640,,,,56,1204,355.70175438596493,,False,True
8160,AB Electrolux / Investor AB,Electrolux,Kettle,SKU-62038,,,,74,1193,349.02286902286903,,False,True
8162,Candy Group,Jinling,Toaster,SKU-42506,,,,50,1204,355.70175438596493,,False,True
8163,De’Longhi S.p.A,DeLonghi,Freezer,SKU-9044,,,,62,1228,351.4947368421053,,False,True
8164,Amica Wronki S.A,Amica,Dryer,SKU-55159,475.0,W,low,66,1183,347.7754677754678,127.2245322245322,True,True
8165,Candy Group,Otsein Hoover,Stove,SKU-31852,475.0,W,low,70,1188,359.6288209606987,115.3711790393013,True,True
8166,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Kettle,SKU-40893,,,,63,1193,349.02286902286903,,False,True
8167,Candy Group,Süsler,Dryer,SKU-67955,120.0,W,low,71,1183,347.7754677754678,-227.7754677754678,True,True
8168,Currys / Dixons Carphone plc,Logik,Toaster,SKU-6867,,,,71,1204,355.70175438596493,,False,True
8169,Gorenj,Atag,Stove,SKU-23239,500.0,W,low,60,1188,359.6288209606987,140.3711790393013,True,True
8170,AB Electrolux / Investor AB,Tappan,Refrigerator,SKU-55387,475.0,W,low,70,1145,353.9111111111111,121.0888888888889,True,True
8171,"Indesit Company, Whirlpool Corporation",Elco,Kettle,SKU-9222,120.0,W,low,46,1193,349.02286902286903,-229.02286902286903,True,True
8172,AB Electrolux / Investor AB,Mademsa,Kettle,SKU-94549,,,,67,1193,349.02286902286903,,False,True
8173,Arçelik A.Ş. / Koç Holding,Arctic,Dryer,SKU-3370,,,,61,1183,347.7754677754678,,False,True
8174,Whirlpool Corporation,Maytag,Washer,SKU-15739,250.0,W,low,65,1176,347.4403470715835,-97.44034707158352,True,True
8175,AB Electrolux / Investor AB,Castor,Refrigerator,SKU-73456,,,,68,1145,353.9111111111111,,False,True
8176,Smeg Group S.p.A,Smeg,Washer,SKU-45510,500.0,W,low,66,1176,347.4403470715835,152.55965292841648,True,True
8177,GlenDimplex,Creda,Freezer,SKU-25342,,,,60,1228,351.4947368421053,,False,True
8178,AB Electrolux / Investor AB,White-Westinghouse,Stove,SKU-48034,,,,65,1188,359.6288209606987,,False,True
8179,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Stove,SKU-77709,425.0,W,low,64,1188,359.6288209606987,65.3711790393013,True,True
8180,AB Electrolux / Investor AB,Voss,Refrigerator,SKU-42830,425.0,W,low,64,1145,353.9111111111111,71.0888888888889,True,True
8181,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Freezer,SKU-76852,400.0,W,low,72,1228,351.4947368421053,48.50526315789472,True,True
8182,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Washer,SKU-49670,,,,63,1176,347.4403470715835,,False,True
8183,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Washer,SKU-84695,250.0,W,low,63,1176,347.4403470715835,-97.44034707158352,True,True
8184,AB Electrolux / Investor AB,Electrolux ICON,Stove,SKU-53875,,,,62,1188,359.6288209606987,,False,True
8185,Gorenj,Atag,Dryer,SKU-32173,475.0,W,low,60,1183,347.7754677754678,127.2245322245322,True,True
8186,AB Electrolux / Investor AB,Gibson,Stove,SKU-79950,,,,58,1188,359.6288209606987,,False,True
8187,AB Electrolux / Investor AB,Dishlex,Dish Washer,SKU-42734,325.0,W,low,68,1223,350.4077253218884,-25.407725321888393,True,True
8188,AB Electrolux / Investor AB,Mademsa,Stove,SKU-18042,300.0,W,low,67,1188,359.6288209606987,-59.628820960698704,True,True
8189,Gorenje,Etna,Refrigerator,SKU-24437,425.0,W,low,63,1145,353.9111111111111,71.0888888888889,True,True
8190,GlenDimplex,Campo,Dryer,SKU-55868,,,,74,1183,347.7754677754678,,False,True
8191,Gorenje,Mora,Dish Washer,SKU-38674,,,,71,1223,350.4077253218884,,False,True
8192,"Indesit Company, Whirlpool Corporation",Termogamma,Washer,SKU-44910,,,,56,1176,347.4403470715835,,False,True
8193,Smeg Group S.p.A,Bertazzoni,Washer,SKU-29684,425.0,W,low,57,1176,347.4403470715835,77.55965292841648,True,True
8194,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Kettle,SKU-78496,,,,64,1193,349.02286902286903,,False,True
8195,Whirlpool Corporation,Diqua,Dish Washer,SKU-2834,300.0,W,low,67,1223,350.4077253218884,-50.40772532188839,True,True
8197,AB Electrolux / Investor AB,Dishlex,Freezer,SKU-11331,425.0,W,low,68,1228,351.4947368421053,73.50526315789472,True,True
8198,Candy Group,Rosières,Freezer,SKU-44805,120.0,W,low,68,1228,351.4947368421053,-231.49473684210528,True,True
8199,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Refrigerator,SKU-85568,475.0,W,low,62,1145,353.9111111111111,121.0888888888889,True,True
8200,Whirlpool Corporation,Brastemp,Refrigerator,SKU-57826,425.0,W,low,68,1145,353.9111111111111,71.0888888888889,True,True
8201,GlenDimplex,Britannia,Stove,SKU-62194,,,,64,1188,359.6288209606987,,False,True
8202,Mondragon Corporation,Brandt,Washer,SKU-35975,400.0,W,low,60,1176,347.4403470715835,52.55965292841648,True,True
8203,Whirlpool Corporation,Brastemp,Dish Washer,SKU-45327,,,,68,1223,350.4077253218884,,False,True
8204,GlenDimplex,Britannia,Washer,SKU-44132,300.0,W,low,64,1176,347.4403470715835,-47.44034707158352,True,True
8205,AB Electrolux / Investor AB,Westinghouse,Dish Washer,SKU-5738,,,,68,1223,350.4077253218884,,False,True
8206,AB Electrolux / Investor AB,Dishlex,Kettle,SKU-11123,,,,68,1193,349.02286902286903,,False,True
8207,Whirlpool Corporation,Indesit Company,Dryer,SKU-55033,,,,55,1183,347.7754677754678,,False,True
8208,AB Electrolux / Investor AB,Gibson,Stove,SKU-43696,400.0,W,low,58,1188,359.6288209606987,40.371179039301296,True,True
8209,AB Electrolux / Investor AB,Electrolux,Kettle,SKU-4724,500.0,W,low,74,1193,349.02286902286903,150.97713097713097,True,True
8210,Gorenj,Atag,Freezer,SKU-16553,300.0,W,low,60,1228,351.4947368421053,-51.49473684210528,True,True
8211,AB Electrolux / Investor AB,Parkinson Cowan,Kettle,SKU-11989,,,,62,1193,349.02286902286903,,False,True
8212,Whirlpool Corporation,Indesit Company,Dish Washer,SKU-24620,,,,55,1223,350.4077253218884,,False,True
8213,Fhiaba S.r.l,Fhibia,Refrigerator,SKU-49356,400.0,W,low,70,1145,353.9111111111111,46.0888888888889,True,True
8214,Mondragon Corporation,Fagor,Washer,SKU-36462,475.0,W,low,87,1176,347.4403470715835,127.55965292841648,True,True
8215,AB Electrolux / Investor AB,Zanussi,Kettle,SKU-64272,,,,78,1193,349.02286902286903,,False,True
8216,Amica Wronki S.A,Amica,Toaster,SKU-1458,,,,66,1204,355.70175438596493,,False,True
8217,AB Electrolux / Investor AB,Elektro Helios,Freezer,SKU-26473,120.0,W,low,67,1228,351.4947368421053,-231.49473684210528,True,True
8218,Whirlpool Corporation,Estate,Stove,SKU-99130,,,,81,1188,359.6288209606987,,False,True
8219,GlenDimplex,Valor,Kettle,SKU-24928,250.0,W,low,64,1193,349.02286902286903,-99.02286902286903,True,True
8220,AB Electrolux / Investor AB,Mademsa,Freezer,SKU-78274,400.0,W,low,67,1228,351.4947368421053,48.50526315789472,True,True
8221,Whirlpool Corporation,Amana,Toaster,SKU-51685,,,,56,1204,355.70175438596493,,False,True
8222,AB Electrolux / Investor AB,Philco,Toaster,SKU-76988,,,,67,1204,355.70175438596493,,False,True
8223,Gorenje,Pelgrim,Refrigerator,SKU-64121,475.0,W,low,63,1145,353.9111111111111,121.0888888888889,True,True
8224,Whirlpool Corporation,Gladiator GarageWorks,Washer,SKU-60420,500.0,W,low,68,1176,347.4403470715835,152.55965292841648,True,True
8225,AB Electrolux / Investor AB,Elektro Helios,Freezer,SKU-54659,,,,67,1228,351.4947368421053,,False,True
8227,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Dryer,SKU-79689,300.0,W,low,66,1183,347.7754677754678,-47.7754677754678,True,True
8228,Liebherr Group,Liebherr,Dish Washer,SKU-58766,,,,80,1223,350.4077253218884,,False,True
8229,GlenDimplex,Faber,Kettle,SKU-95573,,,,68,1193,349.02286902286903,,False,True
8230,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Dish Washer,SKU-39997,,,,63,1223,350.4077253218884,,False,True
8231,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Dryer,SKU-41098,,,,63,1183,347.7754677754678,,False,True
8232,Whirlpool Corporation,Privileg,Freezer,SKU-74839,475.0,W,low,51,1228,351.4947368421053,123.50526315789472,True,True
8233,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Freezer,SKU-23297,120.0,W,low,57,1228,351.4947368421053,-231.49473684210528,True,True
8234,"Sub-Zero Group, Inc",Sub-Zero,Toaster,SKU-66667,,,,54,1204,355.70175438596493,,False,True
8235,AB Electrolux / Investor AB,Castor,Kettle,SKU-91305,500.0,W,low,68,1193,349.02286902286903,150.97713097713097,True,True
8236,AB Electrolux / Investor AB,Philco,Toaster,SKU-95371,,,,67,1204,355.70175438596493,,False,True
8237,Dayou Winia / Dayou Group,PRAUD,Toaster,SKU-1425,425.0,W,low,65,1204,355.70175438596493,69.29824561403507,True,True
8239,Whirlpool Corporation,Jenn-Air,Refrigerator,SKU-32822,300.0,W,low,59,1145,353.9111111111111,-53.9111111111111,True,True
8240,"Indesit Company, Whirlpool Corporation",Elco,Dish Washer,SKU-53697,250.0,W,low,46,1223,350.4077253218884,-100.40772532188839,True,True
8241,AB Electrolux / Investor AB,Westinghouse,Washer,SKU-76880,,,,68,1176,347.4403470715835,,False,True
8242,AB Electrolux / Investor AB,Elektro Helios,Stove,SKU-52869,,,,67,1188,359.6288209606987,,False,True
8243,AB Electrolux / Investor AB,Alpeninox,Freezer,SKU-9747,250.0,W,low,63,1228,351.4947368421053,-101.49473684210528,True,True
8244,Candy Group,Süsler,Freezer,SKU-14503,,,,71,1228,351.4947368421053,,False,True
8245,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Freezer,SKU-81874,500.0,W,low,63,1228,351.4947368421053,148.50526315789472,True,True
8246,Whirlpool Corporation,Admiral,Stove,SKU-81762,425.0,W,low,77,1188,359.6288209606987,65.3711790393013,True,True
8248,AB Electrolux / Investor AB,Gibson,Dish Washer,SKU-78128,475.0,W,low,58,1223,350.4077253218884,124.59227467811161,True,True
8249,Arçelik A.Ş. / Koç Holding,Arçelik,Toaster,SKU-96655,,,,51,1204,355.70175438596493,,False,True
8251,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Freezer,SKU-89908,,,,64,1228,351.4947368421053,,False,True
8252,Whirlpool Corporatio,Ariston,Refrigerator,SKU-46451,,,,68,1145,353.9111111111111,,False,True
8254,AB Electrolux / Investor AB,King,Toaster,SKU-37781,,,,56,1204,355.70175438596493,,False,True
8255,Whirlpool Corporation,KitchenAid,Kettle,SKU-94683,,,,79,1193,349.02286902286903,,False,True
8256,Meneghetti S.p.A,Fulgor Milano,Refrigerator,SKU-35142,120.0,W,low,65,1145,353.9111111111111,-233.9111111111111,True,True
8257,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Freezer,SKU-96729,,,,56,1228,351.4947368421053,,False,True
8258,Arçelik A.Ş. / Koç Holding,Leisure,Stove,SKU-6642,,,,53,1188,359.6288209606987,,False,True
8259,Arçelik A.Ş. / Koç Holding,Arctic,Refrigerator,SKU-70637,,,,61,1145,353.9111111111111,,False,True
8260,"Sub-Zero Group, Inc",Sub-Zero,Freezer,SKU-26981,,,,54,1228,351.4947368421053,,False,True
8261,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,SKU-55658,,,,63,1183,347.7754677754678,,False,True
8264,"Indesit Company, Whirlpool Corporation",Termogamma,Stove,SKU-28327,475.0,W,low,56,1188,359.6288209606987,115.3711790393013,True,True
8265,AB Electrolux / Investor AB,Atlas,Toaster,SKU-68021,325.0,W,low,63,1204,355.70175438596493,-30.701754385964932,True,True
8266,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Refrigerator,SKU-86875,,,,80,1145,353.9111111111111,,False,True
8267,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Washer,SKU-47701,,,,72,1176,347.4403470715835,,False,True
8268,"Sub-Zero Group, Inc",Sub-Zero,Toaster,SKU-51735,300.0,W,low,54,1204,355.70175438596493,-55.70175438596493,True,True
8269,The Meyer Corporatio,Hestan,Stove,SKU-84533,325.0,W,low,64,1188,359.6288209606987,-34.628820960698704,True,True
8270,AB Electrolux / Investor AB,Kelvinator,Dryer,SKU-92075,425.0,W,low,50,1183,347.7754677754678,77.2245322245322,True,True
8271,"Indesit Company, Whirlpool Corporation",Termogamma,Toaster,SKU-99605,325.0,W,low,56,1204,355.70175438596493,-30.701754385964932,True,True
8272,Smeg Group S.p.A,Smeg,Refrigerator,SKU-74157,,,,66,1145,353.9111111111111,,False,True
8273,Arçelik A.Ş. / Koç Holding,Arçelik,Toaster,SKU-34596,325.0,W,low,51,1204,355.70175438596493,-30.701754385964932,True,True
8274,Arçelik A.Ş. / Koç Holding,Defy,Kettle,SKU-6137,,,,74,1193,349.02286902286903,,False,True
8275,Candy Group,Rosières,Refrigerator,SKU-42832,475.0,W,low,68,1145,353.9111111111111,121.0888888888889,True,True
8276,Whirlpool Corporation,Admiral,Refrigerator,SKU-71278,,,,77,1145,353.9111111111111,,False,True
8277,AB Electrolux / Investor AB,Gibson,Toaster,SKU-23937,,,,58,1204,355.70175438596493,,False,True
8278,Whirlpool Corporation,Privileg,Dish Washer,SKU-37456,500.0,W,low,51,1223,350.4077253218884,149.5922746781116,True,True
8279,AB Electrolux / Investor AB,Gibson,Refrigerator,SKU-68209,400.0,W,low,58,1145,353.9111111111111,46.0888888888889,True,True
8280,AB Electrolux / Investor AB,Castor,Toaster,SKU-36120,,,,68,1204,355.70175438596493,,False,True
8282,Candy Group,Otsein Hoover,Washer,SKU-28106,,,,70,1176,347.4403470715835,,False,True
8283,Montpellier Domestic Appliances Ltd,Montpellier,Dryer,SKU-66067,400.0,W,low,68,1183,347.7754677754678,52.2245322245322,True,True
8284,AB Electrolux / Investor AB,Electrolux,Washer,SKU-58632,,,,74,1176,347.4403470715835,,False,True
8285,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Freezer,SKU-66865,,,,63,1228,351.4947368421053,,False,True
8287,Candy Group,Vyatka,Freezer,SKU-25095,,,,73,1228,351.4947368421053,,False,True
8288,Gorenje,Körting,Kettle,SKU-91480,120.0,W,low,65,1193,349.02286902286903,-229.02286902286903,True,True
8289,The Middleby Corporation,Marvel,Toaster,SKU39941,,,,54,1204,355.70175438596493,,False,True
8290,Meneghetti S.p.A,Fulgor Milano,Dryer,SKU-16033,,,,65,1183,347.7754677754678,,False,True
